temp,wind,humid,snow
-3,3.5,64,10
-3.3,2.5,64,10
-3.7,2.9,65,0
-4,2.7,68,0
-4.3,2.5,71,10
-4.4,1.1,74,10
-4.4,1.5,73,10
-4.5,2.2,77,10
-4.3,1.5,75,10
-4.1,1.2,73,10
-4,1.7,72,10
-4.3,0.7,72,10
-4.8,1,74,10
-5.6,1.3,79,10
-6,0.5,80,10
-6.1,2.3,79,10
-4,2.2,69,10
-2.5,2.7,62,10
-0.3,1.1,53,10
1.1,1.9,42,9.8
1.1,3.5,39,9.6
2.1,2.6,36,9.3
2.6,3.1,37,9
2.2,3.7,38,8.9
1.5,2.6,43,8.9
0.7,2.6,53,8.9
0.2,2.5,56,8.9
0.1,1.5,56,8.9
-0.2,1.2,57,8.9
-0.6,0.5,61,8.9
-1.2,0.7,65,8.9
-1.4,1,68,8.9
-1.6,0.7,70,8.9
-1.7,1.5,69,8.9
-1.5,1,68,8.9
-1.8,1.9,73,8.9
-2,2.9,75,8.9
-2.6,2.5,76,8.9
-2.3,1,73,8.9
-1.9,2.5,70,8.9
-0.9,2.1,67,8.9
0.4,3.3,56,8.8
1.8,3.3,53,8.5
3.5,1.6,47,8.3
4.4,1.4,45,8.1
4.7,2,44,7.9
4.6,1.7,45,7.5
4.2,3.7,47,6.5
3.7,3.6,50,6.1
2.7,3,58,6
2,3.2,60,0
2,2.9,56,0
2.1,3.4,54,6
1.4,3.9,61,0
1.2,0.5,66,0
1,1.7,66,6
1,3.5,66,6
0.7,2.4,73,6
0.5,1.1,76,6
0.3,0.9,77,6
0.1,1.5,80,6
-0.3,2.7,82,6
-0.5,3.2,82,6
-1,3.2,80,6
-1,2.8,72,5.8
-0.3,4.1,58,5.5
0.4,4.8,37,5.1
1.2,5.2,32,4.9
1.1,5.6,27,4.8
0.8,5.8,24,4.7
0.4,5.4,22,4.5
0.3,5.1,22,4.3
-0.2,3.7,24,4.2
-1.6,3.8,25,4.1
-2.3,4.7,30,4.1
-3,4.7,39,4.1
-3.8,5.6,37,4.1
-4.3,4.6,37,4.1
-5,3.6,39,4.1
-5.2,3.6,41,4.1
-5.5,3,40,4.1
-5.5,2.1,41,4.1
-6,2.3,43,4.1
-5.9,2.5,43,4.1
-6.3,1.8,49,4.1
-6.8,1.1,55,4.1
-6.9,0.7,56,4.1
-6.4,0.6,52,4.1
-4.7,1.5,43,4.1
-3.2,2.1,33,4.1
-1.9,3.1,30,4.1
-1.1,3.2,24,4.1
-0.6,2.3,21,4
0.9,2.3,22,3.8
1.9,2,18,3.6
2.1,1.2,18,3.4
1.4,4.5,20,3.3
-0.5,3.8,35,3.3
-1.2,3.6,40,3.3
-1.8,1.5,44,3.3
-1.9,2.2,46,3.3
-2.2,1.3,50,3.3
-2.1,1.8,47,3.3
-1.9,3.1,46,3.3
-1.7,3.1,43,3.3
-1.5,2.9,44,3.3
-1.3,3.2,38,3.3
-1.2,2.3,38,3.3
-1,0.8,36,3.3
-0.8,2.3,37,3.3
-1,3.3,48,3.3
-2.1,3.8,75,3.3
-1.6,3.5,75,3.3
0,3.4,59,3.3
1.7,2.6,50,3.3
3.3,3.4,40,3.1
4.8,2.4,30,2.7
5.1,2.7,29,2.1
5.5,1.5,27,1.5
5.7,0.7,27,0.9
5.3,0.6,30,0.5
5.7,1.8,40,0.5
5.5,3.4,45,0.5
5.2,1.3,49,0.5
4.9,2.6,51,0.5
4.3,3.3,46,0.5
3.5,2.2,46,0.5
3,1.2,48,0.5
2.7,2.8,47,0.5
1.7,3.1,55,0.5
1.4,0.8,59,0.5
1.8,2.4,57,0.5
1.7,3.9,54,0.5
1.3,1.5,59,0.5
1.3,3.2,63,0.5
1,3.8,67,0.5
0.8,4.8,68,0.4
1.1,4.6,63,0.3
1.7,5.4,58,0.2
2.3,4.3,50,0
2.3,5.2,49,0
2.1,3.8,46,0
1.8,4.8,46,0
2.1,4.1,42,0
0.8,5,40,0
0.2,3.8,39,0
-0.4,3.7,37,0
-0.7,3.9,36,0
-1.1,2.4,39,0
-1.7,3.3,39,0
-2.2,2.7,39,0
-2.5,1.5,38,0
-2.5,2.3,31,0
-2.8,0.9,30,0
-3.1,2.6,29,0
-3.4,2.9,31,0
-3.5,3.7,31,0
-3.7,3.9,31,0
-3.6,4.1,28,0
-3.7,5.3,23,0
-3.3,4.3,20,0
-2.2,3.8,17,0
-1.2,3.7,15,0
-0.6,3.2,17,0
0.4,4.1,18,0
-0.1,5.9,21,0
0,6.3,23,0
0.2,4.5,23,0
-0.2,4.9,27,0
-1.3,5.5,30,0
-2.3,4.1,31,0
-3.2,5.9,34,0
-4.1,4.8,27,0
-5,5,33,0
-5.9,6.2,34,0
-7,4,43,0
-7.6,2.2,49.1,0
-8.1,1.7,49.3,0
-8.3,1.1,49,0
-8.3,1.9,47,0
-8.5,1.7,47,0
-8.6,0.7,48,0
-8.4,2.4,42,0
-8.3,3.1,41,0
-7.1,2.1,36,0
-6.1,2.4,27,0
-4.8,3.5,23,0
-3.3,3.4,22,0
-2,3.3,23,0
-1.2,4.3,20,0
-0.9,3.6,20,0
-0.9,3.7,24,0
-1.4,3,28,0
-2.4,2.9,28,0
-3.5,3.7,32,0
-3.9,2.6,37,0
-3.8,2.9,37,0
-3.7,2.5,38,0
-3.7,2.9,40,0
-3.8,2.3,42,0
-4.1,1.6,45,0
-4.2,1.7,52,0
-4.7,0.6,54,0
-5.1,0.3,57,0
-5,1.2,60,0
-5.2,0.7,65,0
-4.7,1.1,64,0
-4.4,0.8,66,0
-3.7,2.3,66,0
-2.6,1.5,63,0
-1.7,2.3,56,0
-0.2,4.3,51,0
0.4,3.2,37,0
1.2,3.6,26,0
1.5,5.6,28,0
2.3,4.5,35,0
1.7,4.4,28,0
0.5,3.6,27,0
-0.2,2.7,30,0
-0.5,2.5,31,0
-0.8,3.1,32,0
-1.2,1.7,36,0
-1.2,2.1,54,0
-1.4,2.7,69,0
-1.3,1.7,73,0
-0.9,1.3,72,0
-1.1,1.2,85,0
-1.3,1.3,90,2
-1.5,1.7,91,3
-0.9,2.1,91,3.8
-0.2,1.7,90,3.9
0.5,2,89,3.9
1.5,2.2,85,3.9
2.5,2.3,80,3.5
3.2,3,72,2.5
3.1,4.1,70,0.3
3.2,5,46,0
4,5.9,36,0
3.8,5.2,34,0
4.3,4.2,35,0
3.1,5.6,28,0
1.9,5.4,23,0
0.5,4.2,23,0
-0.5,4.1,26,0
-1.3,3.6,25,0
-2.1,2.6,33,0
-2.8,1.5,45,0
-3.1,2.3,44,0
-3.3,2.2,43,0
-3.6,1.1,48,0
-3.9,1.7,49,0
-4.1,2.3,49,0
-4.3,2.7,48,0
-4.3,2.5,49,0
-4.4,3.3,46,0
-4.3,1.7,44,0
-3,2.6,35,0
-2.2,3.7,29,0
-0.9,3.5,27,0
0,4.9,25,0
1.4,5.2,26,0
1.8,6.2,32,0
1.7,7.7,40,0
2,6.1,42,0
1.7,4.6,49,0
1.6,5,51,0
1.1,3.9,51,0
0.9,2.8,53,0
0.7,2.9,58,0
0.4,4,61,0
0.1,3.8,62,0
-0.4,4,60,0
-0.7,3.9,60,0
-0.8,2.1,64,0
-1,1.6,69,0
-1.2,0.5,73,0
-1.4,1.3,75,0
-1.4,2.1,71,0
-1.8,1.2,68,0
-2.1,1.9,66,0
-0.4,0.8,57,0
1.3,2.2,44,0
2.2,2.6,30,0
3.6,3.7,32,0
3.8,3.6,21,0
4.6,2.8,20,0
4.6,3.3,18,0
4.4,3.9,16,0
4.1,2.8,19,0
3.6,2,20,0
2.9,1.8,26,0
2.4,1.3,30,0
2.1,1.1,30,0
1.5,0.2,34,0
1,0.2,39,0
0.3,2.7,42,0
0.3,1.1,39,0
-0.1,2.1,41,0
-0.1,1.6,41,0
-0.4,2.3,41,0
-0.6,1.8,47,0
-0.3,1.2,45,0
-0.2,1.6,44,0
0,1,43,0
1,1.3,37,0
2.6,2.6,32,0
4.1,2.3,28,0
4.4,1.3,26,0
6,2.5,26,0
7.9,1.9,24,0
8,2.2,28,0
8.1,2.8,31,0
7.9,2.5,33,0
6.5,1.9,36,0
5.5,2.7,42,0
4.6,2,47,0
4,1.8,49,0
3.3,0.7,55,0
2.8,0.7,56,0
3.1,2.4,53,0
2.9,3,53,0
3.2,2.7,49,0
3.2,2.3,47,0
2.8,2.6,48,0
3,3,46,0
3,2.8,48,0
2.6,2.6,49,0
3,3.1,46,0
3.7,2.6,44,0
4,2.1,42,0
4.8,3.1,40,0
5.7,1.9,37,0
6.4,2.5,49,0
7.3,1.5,47,0
6.9,4.6,56,0
6.8,2.5,53,0
6.9,2.5,53,0
6.8,2.9,56,0
5.9,3.7,64,0
5.2,1.4,71,0
4.8,2,75,0
4.7,1.8,78,0
4.6,2.1,83,0
4.1,2.8,88,0
3.6,2.4,87,0
3.5,1.4,84,0
3.2,3.2,83,0
2.8,2.8,85,0
2.5,3,83,0
2,3.3,84,0
1.3,3.3,86,0
0.9,3.3,88,0
0.9,3.2,88,0
1.2,4,83,0
3.3,4.3,72,0
4.7,4.9,58,0
7,3.2,49,0
7.2,5.2,51,0
8.2,3.4,37,0
8.7,3.8,42,0
6.3,5.3,63,0
4.2,3.6,67,0
3.4,1.6,64,0
3.1,2.2,63,0
3,2.1,65,0
2.7,1.7,65,0
2.1,3.2,69,0
1.3,0.4,74,0
1.1,1.8,77,0
0.4,2.7,82,0
-1,2.8,89,0
-0.9,2.2,91,0
-0.8,1,91,0
-0.9,1.4,91,0
-0.5,2.5,86,0
0.3,2.8,78,0
2.4,2.8,65,0
4.2,2.9,55,0
6.3,3,46,0
8.7,3.6,35,0
10.5,2.5,29,0
10.9,3.6,27,0
13.2,1.4,21,0
13.6,3.2,18,0
13.2,0.7,19,0
13,3.7,19,0
12.3,3.7,22,0
11.4,4,28,0
10.1,5,54,0
9.6,5.5,60,0
8.9,4.1,80,0
7.7,3.9,84,0
6.5,2.9,82,0
6.1,2,82,0
6.1,4,76,0
5.4,3.4,84,0
4.7,3.7,85,0
4,5,83,0
2.1,4.8,80,0
0.3,5.9,68,0
-0.9,6.8,61,0
-0.8,6,54,0
0,7.6,49,0
0.7,6.5,43,0
0.7,7.2,42,0
1.1,5.8,40,0
1,5.9,39,0
1,5.3,38,0
0.6,6.6,39,0
-0.2,6.1,43,0
-1.2,7.1,45,0
-1.6,3.6,47,0
-1.9,3.6,51,0
-2.1,3.2,52,0
-2.2,2.5,53,0
-2.4,2.7,53,0
-2.5,1.4,48,0
-3,0.8,47,0
-3,3.1,45,0
-3.3,4,45,0
-3.6,2.6,47,0
-4.1,1.5,49,0
-4.3,2.8,49,0
-4,1.7,45,0
-3.1,3.1,43,0
-1.5,2.4,37,0
-0.5,3.4,34,0
0.9,3.8,32,0
1.4,3.2,32,0
1.7,4.2,32,0
2.7,5.4,31,0
2.3,3.5,32,0
2,4.1,33,0
1.8,2.8,34,0
0.9,3.3,36,0
0.6,3.3,38,0
0,3.7,48,0
-0.8,4.4,51,0
-1.5,4.9,57,0
-1.8,1.9,59,0
-2.1,2.3,62,0
-2.6,2.9,62,0
-2.8,1.5,64,0
-2.9,3.5,64,0
-3.1,1.7,66,0
-3.3,2.2,64,0
-3.5,1.6,65,0
-3.1,1.8,60,0
-1.2,0.9,50,0
-0.1,3.2,42,0
1.7,2.8,37,0
2.6,3.9,29,0
2.7,4.5,26,0
3.1,3.5,30,0
4.2,5.2,29,0
4.3,4,30,0
3.5,4.4,40,0
2.5,3.3,39,0
1.3,3.3,50,0
1,3.5,51,0
0.6,1.9,60,0
0.6,1.2,61,0
0.3,1.9,65,0
0.3,1.7,67,0
0.3,1.9,67,0
-0.3,0.7,72,0
-0.6,2,73,0
-0.2,1.6,71,0
0.2,2,69,0
0.2,1.9,69,0
0.4,3,68,0
0.6,2.7,66,0
1.3,2,64,0
2.4,1,60,0
3.4,2.8,65,0
4.3,2.7,62,0
6.3,4,52,0
6.7,3.4,42,0
7.7,4.8,31,0
8.1,3.4,31,0
7.5,6.9,29,0
6.3,4.8,46,0
4.8,3.1,56,0
3.9,0.7,64,0
3.5,1.6,65,0
3.3,4.1,54,0
2.5,2.7,56,0
1.7,2.6,59,0
1,3.1,61,0
0.7,1.4,64,0
0.2,2,66,0
-0.2,2.8,67,0
-0.4,1.2,67,0
-0.4,1,66,0
-0.6,2.1,68,0
0.1,1.2,60,0
1.8,0.8,53,0
3.5,2.1,49,0
5.1,3.1,39,0
6.5,3.4,36,0
7.5,4,33,0
8.4,5,32,0
8.5,4.7,29,0
8.5,6,30,0
8.1,5.2,27,0
7.2,3.6,34,0
5.1,3.8,41,0
4,3.8,54,0
3.2,3.5,60,0
2.9,2.1,66,0
2.6,1.9,66,0
2.8,2.6,70,0
2.3,0.3,73,0
1.9,1.1,77,0
1.4,2.2,79,0
1.2,3.4,73,0
1,3.2,73,0
1.1,2.2,68,0
1.6,3.1,62,0
2,2.4,58,0
3.3,3,49,0
5.2,2.7,39,0
7.2,2.6,31,0
9.1,2.9,28,0
11.3,1.5,25,0
13,2,26,0
13.8,1.6,25,0
14,1.9,26,0
13.8,2.7,27,0
13.3,1.6,27,0
12.9,1.6,28,0
11.2,2.6,35,0
10.8,1.9,32,0
10.5,2.6,33,0
10.1,2.5,35,0
10,1.6,37,0
10.5,0.9,33,0
10.8,2.1,36,0
11,3,44,0
11.4,2.7,40,0
10.9,6.8,48,0
9.4,4.4,64,0
9.1,4.4,71,0
9.2,4.9,74,0
9.2,5.3,76,0
9.2,4.7,78,0
9.1,4.3,79,0
8.8,5,81,0
8.6,4.7,80,0
8.6,4.7,76,0
8.5,2.8,74,0
9.5,3.9,69,0
9,3.7,70,0
7.7,2.7,76,0
6.5,2,81,0
5.2,2.6,88,0
5.2,2.8,89,0
5.4,3.1,88,0
4.6,4.2,88,0
4.3,3.6,89,0
4.2,1.4,89,0
4.5,1.8,85,0
4.4,1.3,85,0
3.9,1.7,85,0
4.1,1.5,83,0
4.2,2.5,82,0
4.4,2.8,79,0
4.9,2.7,76,0
6.2,2.5,68,0
8,2.4,54,0
9.7,4.1,49,0
10.5,4.7,52,0
11.6,5.4,53,0
12.9,4.2,50,0
13.6,4.6,51,0
13.6,3.5,50,0
13.3,3.6,48,0
12.4,2.6,50,0
11.4,1.6,53,0
10.6,2.5,62,0
9.6,1.3,68,0
8.9,2.5,70,0
8.1,0.7,74,0
7.4,1.8,72,0
7.7,2.1,72,0
6.7,3.3,77,0
7.1,2.1,71,0
6.8,1.7,72,0
6.3,3.1,71,0
6.5,3.2,67,0
6.9,3.6,66,0
8,3.6,61,0
10.4,3.6,53,0
12.5,3,43,0
15,2.2,34,0
17.5,2.1,27,0
20.4,1.2,19,0
22.1,6.5,19,0
23.3,6.5,24,0
22.8,7.4,25,0
21.6,5.7,29,0
19.4,5.3,35,0
17.9,5.1,41,0
16.5,6.6,46,0
13.1,7.8,58,0
10.3,6.4,70,0
9.2,5.7,74,0
8,6.5,55,0
5.4,5.5,40,0
3.3,6.6,41,0
2.4,4.3,41,0
1.3,4.7,39,0
0.1,3.9,35,0
-0.8,3.5,37,0
-1.3,7.2,35,0
-1.5,4.8,34,0
-1.2,6.1,31,0
-0.3,6.3,29,0
1.4,4.2,25,0
2.4,4.7,22,0
3.3,4.7,23,0
4.2,4.7,21,0
4.6,5.2,21,0
5.6,4.7,20,0
4.4,4.6,21,0
3.4,5.7,26,0
1.8,5,32,0
0.7,5.5,36,0
-0.1,5,39,0
-0.8,5.9,42,0
-1.1,5.5,42,0
-1.2,3.5,43,0
-1.4,3,44,0
-1.7,1.7,43,0
-1.8,1.3,41,0
-1.9,1.2,39,0
-2,0.7,41,0
-2.3,0.3,45,0
-2.5,1.3,47,0
-1.2,3.2,41,0
1.5,2.7,34,0
3.5,3,29,0
5.2,2.5,26,0
6.4,2.6,20,0
8.1,2.4,18,0
9.8,1.6,15,0
11,2.8,13,0
11.1,1.5,13,0
11.5,3.1,15,0
10,3.5,17,0
7.6,3.1,35,0
6.2,2.1,42,0
5.3,2.4,46,0
4.8,1.6,48,0
4.4,2.8,50,0
3.8,1.2,51,0
3,0,57,0
3,0.4,57,0
2.3,1.2,57,0
1.8,2.4,59,0
1.8,3,57,0
1.8,2.6,56,0
1.7,2.7,56,0
3,3,50,0
5.2,2.2,48,0
6.5,2.6,48,0
8.8,1.7,45,0
11,1.2,47,0
10.9,4.1,55,0
10.8,2.6,60,0
10.7,2.6,61,0
10.4,4.3,65,0
10.4,2.6,68,0
10.2,2.3,69,0
10.2,2.1,64,0
10.2,1.1,60,0
10.2,0.9,60,0
9.3,2.1,75,0
9.4,3,73,0
8.4,1.3,85,0
8,1.1,90,0
7.9,2.9,92,0
7.7,1.4,92,0
7.7,2.4,92,0
7.4,1.5,91,0
6.3,4.5,88,0
4.8,3.4,88,0
4.2,4.8,83,0
4,5,82,0
4.3,2.8,78,0
5.6,3.6,73,0
7.1,5,67,0
7.4,3,63,0
7.3,4.2,61,0
7.6,5.4,55,0
7.3,5.5,49,0
6.6,5.4,44,0
4.9,6.3,38,0
3.2,2.8,39,0
2.2,4,44,0
1.9,4.1,45,0
2,3.8,44,0
2.2,2.2,43,0
2.4,1.2,49,0
2.5,4.7,56,0
1.9,3.5,58,0
1.6,3,59,0
1.4,3.2,60,0
1.3,3.1,59,0
1.1,2.4,60,0
0.9,2.7,59,0
1.4,3,57,0
2.8,2,52,0
4.3,1.6,47,0
5.4,0.8,45,0
6.3,2.2,42,0
7.9,3,34,0
8.8,3.1,32,0
9.2,3.6,29,0
8.7,3.8,37,0
8.5,3.8,39,0
7,4.9,40,0
5.3,4.7,34,0
4.4,2.8,33,0
2.9,2.8,58,0
2.2,3.1,62,0
1.9,2.7,57,0
1.7,0.8,51,0
1.4,1.1,51,0
0.8,0.9,55,0
0.8,0.6,57,0
0.5,0.4,59,0
0.4,0.9,62,0
0.2,2.2,68,0
0.1,2,75,0
1.1,1.8,68,0
2.6,2.2,63,0
4.2,2.8,49,0
6.5,2.2,33,0
7.8,3.2,32,0
9,3.9,32,0
9,3.3,37,0
9.8,3.2,32,0
10.1,3.4,31,0
9,5.3,34,0
7.6,3.6,34,0
6.2,3.9,38,0
5.1,2.8,40,0
4.5,2.2,29,0
4.2,2.3,32,0
3.7,2.2,33,0
3.3,2.5,32,0
2.8,1.2,44,0
2.6,1.5,41,0
2.3,1.9,52,0
2.2,1.7,55,0
2,1.3,53,0
1.7,2.2,57,0
1.6,1.3,49,0
2.5,1,49,0
4.5,1,50,0
5.5,2.6,56,0
6.3,3.2,52,0
8.2,2.3,43,0
9.8,2.8,35,0
11.4,3.2,37,0
12.1,3.6,32,0
12.3,4.2,32,0
11.9,4.4,35,0
10.7,4.1,52,0
8.2,4.2,64,0
6.9,2.8,66,0
6.5,2.5,66,0
6,1.1,71,0
5.2,0.7,75,0
4.7,1.8,77,0
4.7,1.3,77,0
4.5,0.3,78,0
4.1,1.6,80,0
3.6,1.5,82,0
3.5,1.7,81,0
3.7,2.7,80,0
3.8,2.6,78,0
4.9,2.4,72,0
6.7,2.5,62,0
9.3,1.9,46,0
10.6,1.3,42,0
12.6,1.3,34,0
13.9,2.8,28,0
14.7,6.2,12,0
15,4.6,14,0
13.4,5.3,26,0
11.9,4.3,30,0
11.2,3.6,29,0
10.1,3.6,32,0
8.8,3.9,51,0
7.1,0.3,74,0
6.3,3.8,87,0
5.8,4.3,86,0
5.5,5.6,87,0
5.5,3.9,89,0
5.8,2,87,0
5.8,1.9,87,0
5.8,2.2,86,0
5.8,0.4,85,0
5.6,0.9,87,0
5.5,0.5,89,0
5.8,0.8,86,0
7.4,2.5,81,0
9,2,69,0
10.9,3,59,0
12,3.7,46,0
13.5,3,50,0
13.2,5.3,44,0
13,5.6,46,0
11.9,4.9,49,0
11.4,4.9,58,0
9.9,5.5,69,0
5.3,6.7,86,0
5.8,4.1,82,0
5.9,4.5,86,0
6,4.4,87,0
6.1,5.7,84,0
6.4,3.5,82,0
5.7,3.9,82,0
5.5,1.9,81,0
5.3,2.6,81,0
5.5,1.4,79,0
5.6,3.2,78,0
5.7,2.3,79,0
5.9,2.4,78,0
5.8,3.4,80,0
5.8,2.3,80,0
6.9,3.6,71,0
8.5,2.5,60,0
10.4,2.4,49,0
10.1,3,47,0
9.7,1.7,49,0
10.1,1.5,46,0
10.2,1.7,46,0
10.3,2.4,46,0
9.1,3.1,61,0
9.2,2.7,60,0
9.2,2.2,54,0
9,2.6,50,0
9,1.3,48,0
8.8,1.4,44,0
8.5,1.8,43,0
8,2.7,46,0
7.9,1.1,47,0
7.6,2.7,49,0
7.3,2.8,53,0
6.8,1.8,56,0
6.2,4.1,62,0
4.7,2.6,82,0
4.3,4.4,75,0
3.8,3.9,72,0
2.2,5,80,0
2.2,5,79,0
3.7,2,76,0
4.9,6.4,64,0
3.5,5.8,62,0
4.8,6.9,43,0
3.8,7.9,25,0
2.6,7.1,20,0
0.4,6.6,30,0
-0.6,4.7,34,0
-1.3,5,39,0
-1.8,4.2,42,0
-2.1,4,41,0
-2.1,5,39,0
-2.5,3.2,41,0
-2.9,1.3,44,0
-3,2.7,45,0
-3.3,3.1,45,0
-3.5,2.6,45,0
-3.9,1,48,0
-3.6,1.7,48,0
-3.7,1.5,50,0
-2.7,0.4,43,0
-0.9,1.6,37,0
0.7,2.1,30,0
2.7,1.7,26,0
4,2.7,21,0
4.9,2.9,20,0
5.2,4.8,25,0
6.2,3,19,0
6.5,2.8,19,0
6.2,3.3,21,0
5.2,2.7,21,0
4.1,3.1,24,0
3.2,1.4,27,0
2.9,2.1,30,0
2.5,1.7,39,0
2.4,2.6,48,0
1.8,2.2,53,0
1.5,1.3,55,0
1.3,0.3,58,0
1.2,1.3,59,0
1.1,1.7,60,0
1,0.8,60,0
1,0.7,58,0
1.6,1.2,56,0
2.3,1.9,55,0
2.9,1.5,56,0
3.4,1.9,57,0
3.8,1.8,58,0
4.6,2.8,58,0
5.2,3.4,59,0
5.3,2.9,61,0
5.5,3.2,62,0
5.6,3.5,63,0
6.2,2.9,61,0
6.1,4.3,59,0
5.5,3,63,0
4.5,2.9,72,0
4,1.7,76,0
3.6,2.4,77,0
2.7,3.7,73,0
1.5,3.5,65,0
0.6,3.8,66,0
0.1,0.8,65,0
-0.1,3.7,60,0
-0.7,1.7,64,0
-0.8,1.1,62,0
-0.9,1.5,63,0
-1.1,1.5,64,0
0.5,0.2,51,0
3.3,2,44,0
5.2,3,41,0
6.2,2.2,41,0
8,2.8,33,0
9.5,1.7,28,0
10.8,1.2,28,0
11.7,3,22,0
11.8,3.3,23,0
10.8,3.8,27,0
9.5,3.5,29,0
8.1,2.9,32,0
7.4,1.6,32,0
6.9,2.7,32,0
5.8,3.8,33,0
5.5,2.4,28,0
5.1,2.8,29,0
4.7,1.4,30,0
4.2,4.1,31,0
3,3.1,52,0
2.6,3.3,59,0
2.4,3.7,64,0
2.2,3,69,0
2.1,3.2,70,0
2.8,3,60,0
3.8,2.2,52,0
4.9,3.1,41,0
6.9,3.3,36,0
8.3,3.4,26,0
7.9,5,30,0
9.3,4.5,29,0
9.6,3.9,30,0
9.2,4.1,35,0
8.8,5.2,38,0
7.6,5.1,42,0
6.7,4.5,39,0
5.3,5.4,46,0
4.4,3.4,49,0
3.3,3.4,55,0
2.6,3.7,57,0
1.8,4,59,0
1.3,2.1,60,0
1.2,3.6,60,0
0.8,3.8,60,0
0.3,3.2,61,0
0,3.2,58,0
-0.4,3,56,0
-0.6,1.6,55,0
-0.3,3.8,49,0
0.7,4.6,43,0
2.2,4,38,0
3.2,4.5,35,0
4.3,4.7,30,0
5.3,4.2,25,0
6.1,4.7,25,0
6.8,4.1,22,0
6.9,4.8,20,0
7,5.3,20,0
6,5.1,21,0
4.9,4.1,27,0
3.8,4.7,36,0
2.8,4.2,41,0
2,2.2,45,0
1.6,2,47,0
1.1,2.7,49,0
0.7,3.8,52,0
0.3,3.3,54,0
0,3.1,55,0
-0.3,1.5,55,0
-0.5,1.7,54,0
-0.7,1.1,54,0
-0.7,0.5,55,0
0.9,1,45,0
3.1,0.6,38,0
5,2.5,32,0
6.8,2.5,27,0
7.3,3.5,22,0
8.1,3.1,18,0
9.7,3,23,0
9.9,4.3,24,0
9.5,3.6,26,0
9.6,3.6,26,0
7.9,4.3,32,0
6.2,3.9,34,0
5.5,2.8,33,0
4.6,1.5,45,0
4,2.2,48,0
3.8,2.4,47,0
3.1,1.2,49,0
2.6,0.4,52,0
2.4,0.1,54,0
2.2,0.9,53,0
2,1.9,53,0
1.5,2,56,0
1.6,1.4,56,0
1.4,0.8,57,0
3.1,1.4,49,0
6.2,1.9,42,0
8.3,1.1,31,0
10.1,2.6,24,0
11.6,3.2,14,0
12.7,5,12,0
13.9,4.8,11,0
14.2,4.7,10,0
14.5,4.4,11,0
13.6,5,10,0
11.9,4.9,15,0
8.8,5.4,26,0
7.6,2.4,25,0
7,3.9,26,0
6.5,3.8,23,0
5.6,2.8,21,0
5.2,2.3,25,0
5.1,0.5,27,0
5,0.2,25,0
4.6,0.9,31,0
4.6,1.6,35,0
4.7,0.7,36,0
5.2,1.3,36,0
5.3,1.9,49,0
5.6,2.5,63,0
6.3,2.3,64,0
8.2,2.2,56,0
9.2,2.4,48,0
11,3.2,43,0
11.5,3.9,42,0
11.6,3.4,32,0
11.1,4.4,29,0
10.6,3.8,36,0
9,4.4,56,0
8.2,5.5,55,0
7.1,4.1,58,0
7.1,3.2,46,0
7.1,3.5,44,0
6.6,4.2,20,0
5.3,5.1,31,0
4.6,1.3,35,0
3.9,2.5,37,0
3,3.5,39,0
2.5,2.9,40,0
1.8,2.2,42,0
1.3,4.2,44,0
1,1.5,45,0
0.9,1.4,44,0
1.9,3.5,39,0
3,3.7,36,0
5.2,3.2,29,0
7,5.1,23,0
8.5,3.7,16,0
9,5.2,15,0
9.6,4.9,15,0
9.7,4.7,15,0
9.4,5.5,15,0
9.6,3.5,17,0
7.9,4.8,30,0
6.7,3.9,34,0
6.1,4.5,36,0
6,2.2,23,0
5.6,3.1,20,0
4.9,3.2,22,0
4.4,2.2,24,0
4.1,2.1,23,0
3.8,1.6,24,0
3.3,1.3,29,0
3.1,3.6,31,0
2.9,3.4,32,0
2.9,1,32,0
2.3,2.2,37,0
3.7,1.9,33,0
6.1,2.6,26,0
7.4,1.9,23,0
7.9,1.2,20,0
8.6,3,22,0
9.6,1.9,19,0
9.4,3.8,17,0
8.2,4.3,22,0
6.5,2.9,34,0
5.6,2.6,41,0
4.2,2.7,57,0
3.4,2,70,0
2.5,1.1,80,0
2.8,0.6,80,0
3,0.8,79,0
3.1,1.8,77,0
2.9,2.6,77,0
2.5,2.7,78,0
2,2.3,80,0
1.7,0.9,81,0
1.5,1.7,80,0
1.1,1.7,80,0
1.4,1,80,0
1.2,2.2,81,0
2.2,3,76,0
4.2,1.5,60,0
6.2,2.1,42,0
7.7,2.4,37,0
9,3.1,33,0
10.4,3.6,24,0
11.2,5.3,21,0
11.9,4.2,19,0
12.4,4.8,21,0
11.9,4.3,24,0
10.9,3.8,26,0
8.4,5.2,31,0
7.1,3.6,37,0
6.2,2.9,33,0
5.7,3.1,32,0
5.2,2.7,39,0
5.1,2,39,0
4.6,0.1,40,0
4.3,2.7,45,0
3.9,1.2,47,0
3.7,2.4,47,0
3.5,2.5,50,0
3.6,2.9,52,0
4.6,3.3,45,0
6.3,3.9,38,0
7.6,3.3,34,0
9.5,3.1,31,0
11.2,2.3,29,0
11.9,1.2,27,0
12.5,2.3,26,0
13.2,2.8,25,0
13.4,2.6,32,0
12.9,3.3,40,0
13,3,40,0
12.4,2.2,41,0
12,0.8,42,0
11.6,2.3,44,0
11.1,1.9,50,0
11,1.1,52,0
10.3,0.4,63,0
9.6,2.8,73,0
8.8,3.4,73,0
8.2,1.9,86,0
